,cause,effect,start,end,duration
285,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,830,832,3
286,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1",PM10_3,833,834,2
287,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1",PM10_2,835,836,2
288,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,837,838,2
289,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1",PM10_2,839,839,1
290,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,840,843,4
291,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1",PM10_2,844,844,1
292,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,845,847,3
293,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,848,849,2
294,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM10_3,850,850,1
295,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,851,851,1
296,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,852,852,1
297,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,853,853,1
298,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,854,854,1
299,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM10_0,855,856,2
300,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM10_0,857,857,1
301,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,858,874,17
302,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM10_0,875,875,1
303,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,876,877,2
304,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,878,878,1
305,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,879,883,5
306,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,884,884,1
307,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,885,886,2
308,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,887,887,1
309,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,888,889,2
310,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,890,893,4
311,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,894,895,2
312,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,896,898,3
313,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,899,900,2
314,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,901,901,1
315,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,902,907,6
316,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,908,910,3
317,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_3,911,911,1
318,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_0,912,912,1
319,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,913,913,1
320,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,914,915,2
321,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_3,916,916,1
322,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,917,918,2
323,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_2,919,919,1
324,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_3,920,921,2
325,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_2,922,922,1
326,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_1,923,923,1
327,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,924,924,1
328,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_3,925,925,1
329,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_2,926,926,1
330,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_3,927,927,1
331,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_3,928,928,1
332,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_3,929,934,6
333,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,935,935,1
334,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_1,936,936,1
335,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,937,937,1
336,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,938,938,1
337,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,939,939,1
338,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,940,941,2
339,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM10_0,942,942,1
340,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,943,943,1
341,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM10_0,944,944,1
342,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,945,945,1
343,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM10_0,946,946,1
344,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM10_0,947,947,1
345,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,948,950,3
346,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM10_0,951,952,2
347,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,953,968,16
348,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM10_0,969,969,1
349,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,970,970,1
350,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,971,971,1
351,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM10_0,972,972,1
352,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,973,973,1
353,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,974,974,1
354,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,975,975,1
355,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,976,977,2
356,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,978,978,1
357,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,979,981,3
358,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM10_0,982,982,1
359,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,983,983,1
360,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,984,984,1
361,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,985,985,1
362,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,986,989,4
363,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,990,991,2
364,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,992,992,1
365,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,993,997,5
366,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,998,1003,6
367,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM10_0,1004,1004,1
368,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM10_1,1005,1006,2
369,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,1007,1007,1
370,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1008,1008,1
371,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1009,1009,1
372,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_1,1010,1010,1
373,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1011,1011,1
374,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1012,1012,1
375,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1013,1015,3
376,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1016,1016,1
377,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_2,1017,1017,1
378,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1018,1021,4
379,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1022,1023,2
380,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1024,1024,1
381,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1025,1035,11
382,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_3,1036,1036,1
383,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1037,1037,1
384,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1038,1044,7
385,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_3,1045,1046,2
386,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1047,1048,2
387,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,1049,1049,1
388,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1050,1054,5
389,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1055,1055,1
390,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1056,1056,1
391,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1057,1057,1
392,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_0,1058,1058,1
393,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1059,1063,5
394,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1064,1064,1
395,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1065,1079,15
396,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1080,1080,1
397,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_2,1081,1081,1
398,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1082,1084,3
399,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1085,1087,3
400,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1088,1100,13
401,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1101,1102,2
402,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1103,1103,1
403,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1104,1104,1
404,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_3,1105,1105,1
405,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1106,1110,5
406,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1111,1117,7
407,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1118,1119,2
408,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1120,1120,1
409,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1121,1121,1
410,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1122,1123,2
411,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1124,1126,3
412,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1127,1127,1
413,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1128,1129,2
414,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1130,1134,5
415,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1135,1135,1
416,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1136,1136,1
417,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1137,1138,2
418,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1139,1139,1
419,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1140,1140,1
420,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1141,1142,2
421,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1143,1143,1
422,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1144,1147,4
423,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_3,1148,1148,1
424,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1149,1149,1
425,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_2,1150,1150,1
426,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,1151,1151,1
427,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,1152,1156,5
428,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,1157,1162,6
429,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,1163,1170,8
430,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM10_0,1171,1171,1
431,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,1172,1172,1
432,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,1173,1174,2
433,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,1175,1175,1
434,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,1176,1182,7
435,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,1183,1183,1
436,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,1184,1185,2
437,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,1186,1186,1
438,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,1187,1189,3
439,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,1190,1194,5
440,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,1195,1195,1
441,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,1196,1198,3
442,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_0,1199,1202,4
443,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,1203,1203,1
444,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM10_1,1204,1205,2
445,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,1206,1209,4
446,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,1210,1211,2
447,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,1212,1212,1
448,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,1213,1214,2
449,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,1215,1217,3
450,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,1218,1218,1
451,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,1219,1219,1
452,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,1220,1220,1
453,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,1221,1227,7
454,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM10_3,1228,1229,2
455,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,1230,1230,1
456,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM10_3,1231,1231,1
457,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,1232,1232,1
458,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,1233,1236,4
459,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1237,1238,2
460,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_3,1239,1239,1
461,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1240,1244,5
462,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1245,1245,1
463,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1246,1246,1
464,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1247,1247,1
465,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1248,1249,2
466,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1250,1255,6
467,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1256,1266,11
468,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_3,1267,1267,1
469,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1268,1272,5
470,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1273,1273,1
471,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1274,1274,1
472,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1275,1276,2
473,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1277,1280,4
474,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1281,1289,9
475,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_3,1290,1291,2
476,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1292,1292,1
477,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_3,1293,1294,2
478,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1295,1299,5
479,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1300,1300,1
480,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1301,1301,1
481,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1302,1302,1
482,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1303,1304,2
483,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1305,1305,1
484,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1306,1306,1
485,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1307,1307,1
486,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1308,1308,1
487,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_1,1309,1309,1
488,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,1310,1310,1
489,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_3,1311,1311,1
490,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1312,1313,2
491,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1314,1314,1
492,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1315,1315,1
493,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,1316,1316,1
494,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1317,1317,1
495,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1318,1324,7
496,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1325,1325,1
497,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1326,1329,4
498,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,1330,1330,1
499,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1331,1331,1
500,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1332,1332,1
501,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_1,1333,1333,1
502,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1334,1339,6
503,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_0,1340,1341,2
504,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_1,1342,1342,1
505,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_2,1343,1343,1
506,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1344,1344,1
507,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1345,1345,1
508,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1346,1348,3
509,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_3,1349,1349,1
510,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1350,1360,11
511,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_3,1361,1361,1
512,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1362,1363,2
513,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1364,1364,1
514,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1365,1365,1
515,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1366,1366,1
516,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1367,1369,3
517,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1370,1371,2
518,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_3,1372,1373,2
519,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1374,1375,2
520,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1376,1377,2
521,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1378,1388,11
522,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1389,1389,1
523,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1390,1410,21
524,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1411,1412,2
525,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1413,1415,3
526,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1416,1416,1
527,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1417,1417,1
528,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1418,1418,1
529,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1419,1423,5
530,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1424,1424,1
531,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_3,1425,1425,1
532,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1426,1426,1
533,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_1,1427,1427,1
534,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_2,1428,1429,2
535,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1430,1431,2
536,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1432,1432,1
537,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1433,1435,3
538,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM10_2,1436,1436,1
539,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1437,1437,1
540,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1438,1441,4
541,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1442,1443,2
542,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1444,1444,1
543,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1445,1447,3
544,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1448,1448,1
545,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1449,1457,9
546,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1458,1458,1
547,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1459,1459,1
548,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1460,1462,3
549,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,1463,1463,1
550,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_3,1464,1464,1
551,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM10_3,1465,1465,1
552,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,1466,1466,1
553,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM10_2,1467,1467,1
554,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM10_1,1468,1469,2
555,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,1470,1471,2
556,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_2,1472,1472,1
557,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM10_1,1473,1473,1
558,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1474,1475,2
559,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,1476,1476,1
560,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,1477,1479,3
561,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,1480,1480,1
