,cause,effect,start,end,duration
273,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,837,838,2
274,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1",PM2.5_3,839,839,1
275,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,840,843,4
276,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1",PM2.5_3,844,844,1
277,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,845,847,3
278,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,848,849,2
279,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_3,850,850,1
280,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,851,851,1
281,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,852,852,1
282,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,853,853,1
283,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,854,854,1
284,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,855,856,2
285,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,857,857,1
286,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,858,874,17
287,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,875,875,1
288,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,876,877,2
289,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,878,878,1
290,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,879,884,6
291,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,885,888,4
292,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,889,889,1
293,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,890,893,4
294,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,894,896,3
295,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,897,898,2
296,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,899,907,9
297,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,908,910,3
298,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,911,911,1
299,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_1,912,912,1
300,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,913,913,1
301,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_1,914,914,1
302,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,915,916,2
303,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,917,918,2
304,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,919,922,4
305,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,923,923,1
306,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,924,924,1
307,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,925,926,2
308,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,927,927,1
309,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,928,928,1
310,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,929,934,6
311,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,935,935,1
312,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,936,936,1
313,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,937,937,1
314,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,938,938,1
315,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,939,939,1
316,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,940,941,2
317,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,942,942,1
318,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,943,943,1
319,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,944,944,1
320,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,945,945,1
321,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,946,946,1
322,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,947,947,1
323,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,948,950,3
324,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,951,952,2
325,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,953,968,16
326,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,969,969,1
327,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,970,970,1
328,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,971,971,1
329,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,972,972,1
330,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,973,973,1
331,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,974,974,1
332,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,975,977,3
333,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,978,978,1
334,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,979,981,3
335,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,982,982,1
336,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,983,992,10
337,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,993,997,5
338,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,998,1003,6
339,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,1004,1006,3
340,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1007,1007,1
341,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1008,1008,1
342,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1009,1009,1
343,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_1,1010,1010,1
344,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1011,1012,2
345,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1013,1015,3
346,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1016,1016,1
347,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_1,1017,1017,1
348,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1018,1018,1
349,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1019,1021,3
350,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1022,1024,3
351,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1025,1033,9
352,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1034,1035,2
353,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,1036,1036,1
354,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1037,1037,1
355,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1038,1044,7
356,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_1,1045,1046,2
357,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1047,1048,2
358,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,1049,1049,1
359,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1050,1056,7
360,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1057,1057,1
361,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,1058,1058,1
362,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1059,1063,5
363,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1064,1066,3
364,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1067,1068,2
365,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1069,1073,5
366,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1074,1078,5
367,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1079,1079,1
368,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1080,1080,1
369,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_2,1081,1081,1
370,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1082,1082,1
371,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1083,1084,2
372,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1085,1087,3
373,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1088,1089,2
374,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1090,1092,3
375,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1093,1093,1
376,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1094,1099,6
377,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1100,1100,1
378,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1101,1104,4
379,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_2,1105,1105,1
380,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1106,1110,5
381,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1111,1111,1
382,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1112,1116,5
383,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1117,1117,1
384,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1118,1118,1
385,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1119,1121,3
386,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1122,1123,2
387,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1124,1126,3
388,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1127,1129,3
389,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1130,1130,1
390,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1131,1132,2
391,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1133,1136,4
392,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1137,1139,3
393,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1140,1143,4
394,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1144,1145,2
395,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1146,1147,2
396,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,1148,1148,1
397,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1149,1149,1
398,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_1,1150,1150,1
399,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1151,1151,1
400,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1152,1162,11
401,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1163,1170,8
402,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,1171,1171,1
403,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1172,1174,3
404,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1175,1175,1
405,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1176,1178,3
406,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1179,1183,5
407,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1184,1186,3
408,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1187,1189,3
409,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1190,1191,2
410,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1192,1193,2
411,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1194,1194,1
412,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1195,1203,9
413,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,1204,1205,2
414,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1206,1206,1
415,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1207,1209,3
416,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1210,1212,3
417,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1213,1213,1
418,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1214,1214,1
419,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1215,1217,3
420,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1218,1218,1
421,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1219,1219,1
422,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1220,1220,1
423,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1221,1227,7
424,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,1228,1229,2
425,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1230,1230,1
426,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,1231,1231,1
427,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1232,1232,1
428,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1233,1236,4
429,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1237,1238,2
430,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_3,1239,1239,1
431,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1240,1249,10
432,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1250,1255,6
433,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1256,1266,11
434,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,1267,1267,1
435,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1268,1273,6
436,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1274,1280,7
437,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1281,1289,9
438,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,1290,1291,2
439,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1292,1292,1
440,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,1293,1294,2
441,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1295,1302,8
442,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1303,1308,6
443,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_3,1309,1309,1
444,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_2,1310,1310,1
445,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_1,1311,1311,1
446,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1312,1315,4
447,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,1316,1316,1
448,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1317,1324,8
449,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1325,1325,1
450,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1326,1329,4
451,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,1330,1330,1
452,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1331,1332,2
453,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,1333,1333,1
454,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1334,1339,6
455,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,1340,1342,3
456,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_1,1343,1343,1
457,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1344,1344,1
458,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1345,1348,4
459,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_1,1349,1349,1
460,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1350,1350,1
461,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1351,1351,1
462,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1352,1352,1
463,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1353,1360,8
464,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_3,1361,1361,1
465,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1362,1364,3
466,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1365,1365,1
467,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1366,1369,4
468,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1370,1371,2
469,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,1372,1373,2
470,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1374,1375,2
471,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1376,1377,2
472,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1378,1380,3
473,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1381,1382,2
474,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1383,1410,28
475,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1411,1411,1
476,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1412,1412,1
477,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1413,1414,2
478,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1415,1417,3
479,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1418,1418,1
480,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1419,1424,6
481,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,1425,1425,1
482,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1426,1426,1
483,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,1427,1429,3
484,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1430,1435,6
485,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,1436,1436,1
486,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1437,1437,1
487,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1438,1439,2
488,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1440,1440,1
489,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1441,1441,1
490,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1442,1443,2
491,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1444,1444,1
492,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1445,1459,15
493,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1460,1460,1
494,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1461,1463,3
495,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1464,1464,1
496,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,1465,1465,1
497,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1466,1466,1
498,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,1467,1469,3
499,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1470,1471,2
500,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1472,1473,2
501,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1474,1481,8
502,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1482,1482,1
503,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1483,1484,2
504,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1485,1486,2
505,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1487,1488,2
506,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1489,1492,4
507,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1493,1493,1
508,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1494,1498,5
509,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1499,1500,2
510,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1501,1511,11
511,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1512,1513,2
512,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1514,1514,1
513,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1515,1515,1
514,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1516,1516,1
515,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1517,1518,2
516,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,1519,1519,1
517,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1520,1523,4
518,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1524,1524,1
519,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1525,1525,1
520,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1526,1526,1
521,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1527,1529,3
522,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,1530,1530,1
523,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1531,1531,1
524,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1532,1540,9
525,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1541,1546,6
526,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1547,1548,2
527,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1549,1549,1
528,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1550,1550,1
529,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,1551,1556,6
530,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1557,1564,8
531,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1565,1568,4
532,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,1569,1569,1
533,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1570,1571,2
534,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,1572,1578,7
535,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,1579,1581,3
536,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,1582,1582,1
537,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,1583,1583,1
538,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,1584,1584,1
