cause,effect,start,end,duration
r_0,t_1,5667,5667,1
r_0,k_1,5668,5668,1
r_0,t_1,5669,5669,1
r_0,k_1,5670,5672,3
g_0,y_1,5673,5675,3
g_0,j_1,5676,5676,1
g_0,y_1,5677,5678,2
g_0,j_1,5679,5679,1
g_0,y_1,5680,5694,15
w_0,b_1,5695,5725,31
j_0,l_1,5726,5742,17
j_0,g_1,5743,5743,1
j_0,l_1,5744,5746,3
j_0,g_1,5747,5747,1
j_0,l_1,5748,5750,3
j_0,g_1,5751,5751,1
k_0,b_1,5752,5769,18
k_0,w_1,5770,5770,1
k_0,b_1,5771,5784,14
v_0,q_1,5785,5804,20
v_0,e_1,5805,5805,1
v_0,q_1,5806,5817,12
v_0,e_1,5818,5818,1
n_0,t_1,5819,5834,16
n_0,p_1,5835,5835,1
n_0,t_1,5836,5841,6
o_0,p_1,5842,5849,8
o_0,c_1,5850,5850,1
o_0,p_1,5851,5864,14
o_0,c_1,5865,5865,1
m_0,y_1,5866,5871,6
m_0,v_1,5872,5872,1
m_0,y_1,5873,5888,16
m_0,v_1,5889,5889,1
m_0,y_1,5890,5890,1
o_0,d_1,5891,5902,12
o_0,c_1,5903,5903,1
o_0,d_1,5904,5914,11
x_0,z_1,5915,5923,9
x_0,s_1,5924,5924,1
x_0,z_1,5925,5934,10
s_0,u_1,5935,5936,2
s_0,z_1,5937,5938,2
s_0,u_1,5939,5947,9
s_0,z_1,5948,5948,1
s_0,u_1,5949,5960,12
l_0,s_1,5961,5975,15
l_0,o_1,5976,5976,1
l_0,s_1,5977,5984,8
r_0,s_1,5985,5996,12
r_0,t_1,5997,5997,1
r_0,s_1,5998,6006,9
r_0,t_1,6007,6007,1
r_0,s_1,6008,6022,15
a_0,h_1,6023,6031,9
a_0,m_1,6032,6032,1
a_0,h_1,6033,6036,4
a_0,m_1,6037,6037,1
a_0,h_1,6038,6043,6
a_0,m_1,6044,6044,1
a_0,h_1,6045,6046,2
h_0,l_1,6047,6053,7
h_0,f_1,6054,6054,1
h_0,l_1,6055,6060,6
h_0,f_1,6061,6062,2
h_0,l_1,6063,6069,7
m_0,u_1,6070,6077,8
m_0,v_1,6078,6079,2
m_0,u_1,6080,6109,30
l_0,f_1,6110,6113,4
l_0,o_1,6114,6116,3
l_0,f_1,6117,6120,4
l_0,o_1,6121,6121,1
l_0,f_1,6122,6148,27
g_0,k_1,6149,6151,3
g_0,j_1,6152,6152,1
g_0,k_1,6153,6181,29
i_0,z_1,6182,6191,10
i_0,d_1,6192,6192,1
i_0,z_1,6193,6200,8
i_0,d_1,6201,6202,2
i_0,z_1,6203,6219,17
q_0,l_1,6220,6242,23
g_0,b_1,6243,6252,10
g_0,j_1,6253,6253,1
g_0,b_1,6254,6264,11
i_0,k_1,6265,6266,2
i_0,d_1,6267,6267,1
i_0,k_1,6268,6273,6
i_0,d_1,6274,6274,1
i_0,k_1,6275,6292,18
i_0,d_1,6293,6293,1
i_0,k_1,6294,6297,4
i_0,d_1,6298,6298,1
i_0,k_1,6299,6299,1
v_0,s_1,6300,6318,19
v_0,e_1,6319,6319,1
v_0,s_1,6320,6325,6
u_0,f_1,6326,6338,13
u_0,u_1,6339,6339,1
u_0,f_1,6340,6341,2
u_0,u_1,6342,6342,1
u_0,f_1,6343,6343,1
u_0,u_1,6344,6344,1
u_0,f_1,6345,6349,5
c_0,d_1,6350,6350,1
c_0,a_1,6351,6351,1
c_0,d_1,6352,6357,6
c_0,a_1,6358,6358,1
c_0,d_1,6359,6366,8
c_0,a_1,6367,6367,1
c_0,d_1,6368,6378,11
z_0,s_1,6379,6391,13
z_0,y_1,6392,6392,1
z_0,s_1,6393,6394,2
z_0,y_1,6395,6395,1
z_0,s_1,6396,6405,10
z_0,y_1,6406,6406,1
z_0,s_1,6407,6412,6
z_0,y_1,6413,6413,1
z_0,s_1,6414,6417,4
b_0,i_1,6418,6433,16
b_0,r_1,6434,6434,1
b_0,i_1,6435,6442,8
s_0,j_1,6443,6460,18
s_0,z_1,6461,6461,1
s_0,j_1,6462,6478,17
a_0,m_1,6479,6479,1
a_0,b_1,6480,6483,4
a_0,m_1,6484,6484,1
a_0,b_1,6485,6501,17
o_0,q_1,6502,6515,14
o_0,c_1,6516,6516,1
o_0,q_1,6517,6522,6
o_0,c_1,6523,6523,1
o_0,q_1,6524,6528,5
o_0,c_1,6529,6529,1
o_0,q_1,6530,6536,7
z_0,t_1,6537,6546,10
z_0,y_1,6547,6547,1
z_0,t_1,6548,6561,14
w_0,f_1,6562,6579,18
w_0,b_1,6580,6580,1
w_0,f_1,6581,6582,2
w_0,b_1,6583,6583,1
w_0,f_1,6584,6592,9
w_0,b_1,6593,6593,1
w_0,f_1,6594,6599,6
w_0,b_1,6600,6600,1
w_0,f_1,6601,6601,1
a_0,o_1,6602,6611,10
a_0,m_1,6612,6612,1
a_0,o_1,6613,6620,8
a_0,m_1,6621,6621,1
a_0,o_1,6622,6625,4
o_0,p_1,6626,6631,6
o_0,c_1,6632,6632,1
o_0,p_1,6633,6647,15
o_0,c_1,6648,6648,1
o_0,p_1,6649,6663,15
c_0,x_1,6664,6666,3
c_0,a_1,6667,6667,1
c_0,x_1,6668,6675,8
c_0,a_1,6676,6676,1
c_0,x_1,6677,6685,9
c_0,a_1,6686,6686,1
c_0,x_1,6687,6689,3
r_0,u_1,6690,6697,8
r_0,t_1,6698,6698,1
r_0,u_1,6699,6717,19
r_0,t_1,6718,6718,1
r_0,u_1,6719,6729,11
x_0,d_1,6730,6752,23
x_0,s_1,6753,6753,1
t_0,j_1,6754,6761,8
t_0,x_1,6762,6762,1
t_0,j_1,6763,6780,18
b_0,a_1,6781,6783,3
b_0,r_1,6784,6784,1
b_0,a_1,6785,6802,18
x_0,w_1,6803,6806,4
x_0,s_1,6807,6807,1
x_0,w_1,6808,6817,10
x_0,s_1,6818,6818,1
x_0,w_1,6819,6824,6
q_0,b_1,6825,6846,22
q_0,l_1,6847,6847,1
q_0,b_1,6848,6863,16
c_0,z_1,6864,6875,12
c_0,a_1,6876,6876,1
c_0,z_1,6877,6884,8
c_0,a_1,6885,6885,1
c_0,z_1,6886,6891,6
o_0,c_1,6892,6923,32
j_0,j_1,6924,6929,6
j_0,g_1,6930,6930,1
j_0,j_1,6931,6942,12
j_0,g_1,6943,6943,1
j_0,j_1,6944,6946,3
c_0,o_1,6947,6962,16
c_0,a_1,6963,6963,1
c_0,o_1,6964,6967,4
c_0,a_1,6968,6968,1
c_0,o_1,6969,6972,4
c_0,a_1,6973,6973,1
c_0,o_1,6974,6977,4
f_0,x_1,6978,6980,3
f_0,h_1,6981,6981,1
f_0,x_1,6982,7006,25
j_0,z_1,7007,7017,11
j_0,g_1,7018,7018,1
j_0,z_1,7019,7031,13
o_0,w_1,7032,7039,8
o_0,c_1,7040,7040,1
o_0,w_1,7041,7043,3
o_0,c_1,7044,7044,1
o_0,w_1,7045,7057,13
o_0,c_1,7058,7058,1
h_0,b_1,7059,7065,7
h_0,f_1,7066,7066,1
h_0,b_1,7067,7070,4
h_0,f_1,7071,7071,1
h_0,b_1,7072,7088,17
s_0,x_1,7089,7115,27
s_0,z_1,7116,7117,2
s_0,x_1,7118,7128,11
h_0,r_1,7129,7135,7
h_0,f_1,7136,7136,1
h_0,r_1,7137,7144,8
h_0,f_1,7145,7145,1
h_0,r_1,7146,7155,10
h_0,f_1,7156,7156,1
u_0,k_1,7157,7180,24
u_0,u_1,7181,7181,1
u_0,k_1,7182,7184,3
v_0,y_1,7185,7186,2
v_0,e_1,7187,7187,1
v_0,y_1,7188,7196,9
v_0,e_1,7197,7197,1
v_0,y_1,7198,7209,12
r_0,j_1,7210,7217,8
r_0,t_1,7218,7218,1
r_0,j_1,7219,7241,23
c_0,f_1,7242,7268,27
c_0,a_1,7269,7269,1
c_0,f_1,7270,7273,4
f_0,i_1,7274,7277,4
f_0,h_1,7278,7278,1
f_0,i_1,7279,7303,25
z_0,k_1,7304,7321,18
z_0,y_1,7322,7322,1
z_0,k_1,7323,7324,2
z_0,y_1,7325,7325,1
a_0,n_1,7326,7327,2
a_0,m_1,7328,7328,1
a_0,n_1,7329,7341,13
a_0,m_1,7342,7342,1
a_0,n_1,7343,7344,2
a_0,m_1,7345,7345,1
a_0,n_1,7346,7359,14
a_0,m_1,7360,7360,1
a_0,n_1,7361,7365,5
c_0,f_1,7366,7391,26
c_0,a_1,7392,7392,1
c_0,f_1,7393,7402,10
n_0,w_1,7403,7411,9
n_0,p_1,7412,7412,1
n_0,w_1,7413,7418,6
n_0,p_1,7419,7419,1
n_0,w_1,7420,7428,9
n_0,p_1,7429,7430,2
n_0,w_1,7431,7437,7
j_0,x_1,7438,7448,11
j_0,g_1,7449,7449,1
j_0,x_1,7450,7458,9
j_0,g_1,7459,7460,2
j_0,x_1,7461,7469,9
a_0,g_1,7470,7485,16
a_0,m_1,7486,7486,1
a_0,g_1,7487,7506,20
a_0,m_1,7507,7507,1
w_0,g_1,7508,7520,13
w_0,b_1,7521,7521,1
w_0,g_1,7522,7530,9
w_0,b_1,7531,7531,1
u_0,r_1,7532,7541,10
u_0,u_1,7542,7542,1
u_0,r_1,7543,7554,12
u_0,u_1,7555,7555,1
u_0,r_1,7556,7571,16
l_0,y_1,7572,7580,9
l_0,o_1,7581,7581,1
l_0,y_1,7582,7583,2
l_0,o_1,7584,7585,2
l_0,y_1,7586,7601,16
e_0,u_1,7602,7605,4
e_0,q_1,7606,7606,1
e_0,u_1,7607,7614,8
e_0,q_1,7615,7615,1
e_0,u_1,7616,7629,14
e_0,q_1,7630,7631,2
e_0,u_1,7632,7636,5
f_0,y_1,7637,7658,22
f_0,h_1,7659,7659,1
f_0,y_1,7660,7669,10
t_0,x_1,7670,7694,25
y_0,o_1,7695,7707,13
y_0,k_1,7708,7708,1
y_0,o_1,7709,7721,13
y_0,k_1,7722,7722,1
y_0,o_1,7723,7724,2
u_0,i_1,7725,7739,15
u_0,u_1,7740,7740,1
u_0,i_1,7741,7757,17
u_0,u_1,7758,7758,1
u_0,i_1,7759,7761,3
b_0,f_1,7762,7765,4
b_0,r_1,7766,7766,1
b_0,f_1,7767,7783,17
d_0,u_1,7784,7796,13
d_0,i_1,7797,7797,1
d_0,u_1,7798,7807,10
r_0,y_1,7808,7823,16
r_0,t_1,7824,7824,1
r_0,y_1,7825,7832,8
r_0,t_1,7833,7833,1
r_0,y_1,7834,7840,7
r_0,t_1,7841,7841,1
r_0,y_1,7842,7847,6
g_0,f_1,7848,7867,20
g_0,j_1,7868,7868,1
g_0,f_1,7869,7880,12
o_0,f_1,7881,7904,24
o_0,c_1,7905,7905,1
o_0,f_1,7906,7914,9
e_0,q_1,7915,7915,1
e_0,g_1,7916,7938,23
l_0,e_1,7939,7947,9
l_0,o_1,7948,7948,1
l_0,e_1,7949,7954,6
l_0,o_1,7955,7955,1
l_0,e_1,7956,7963,8
f_0,d_1,7964,7971,8
f_0,h_1,7972,7972,1
f_0,d_1,7973,7978,6
f_0,h_1,7979,7979,1
f_0,d_1,7980,7999,20
q_0,i_1,8000,8007,8
q_0,l_1,8008,8008,1
q_0,i_1,8009,8017,9
q_0,l_1,8018,8018,1
q_0,i_1,8019,8037,19
v_0,i_1,8038,8049,12
v_0,e_1,8050,8050,1
v_0,i_1,8051,8054,4
v_0,e_1,8055,8055,1
v_0,i_1,8056,8056,1
v_0,e_1,8057,8057,1
v_0,i_1,8058,8064,7
s_0,i_1,8065,8065,1
s_0,z_1,8066,8066,1
s_0,i_1,8067,8072,6
s_0,z_1,8073,8073,1
s_0,i_1,8074,8091,18
b_0,f_1,8092,8097,6
b_0,r_1,8098,8098,1
b_0,f_1,8099,8118,20
n_0,p_1,8119,8119,1
n_0,e_1,8120,8122,3
n_0,p_1,8123,8123,1
n_0,e_1,8124,8129,6
n_0,p_1,8130,8130,1
n_0,e_1,8131,8139,9
n_0,p_1,8140,8140,1
n_0,e_1,8141,8153,13
k_0,b_1,8154,8157,4
k_0,w_1,8158,8158,1
k_0,b_1,8159,8182,24
k_0,w_1,8183,8183,1
k_0,b_1,8184,8186,3
t_0,t_1,8187,8195,9
t_0,x_1,8196,8196,1
t_0,t_1,8197,8203,7
t_0,x_1,8204,8204,1
t_0,t_1,8205,8219,15
m_0,w_1,8220,8227,8
m_0,v_1,8228,8228,1
m_0,w_1,8229,8238,10
m_0,v_1,8239,8239,1
m_0,w_1,8240,8240,1
m_0,v_1,8241,8241,1
m_0,w_1,8242,8242,1
x_0,i_1,8243,8249,7
x_0,s_1,8250,8250,1
x_0,i_1,8251,8266,16
x_0,s_1,8267,8267,1
x_0,i_1,8268,8270,3
x_0,s_1,8271,8272,2
x_0,i_1,8273,8275,3
h_0,s_1,8276,8281,6
h_0,f_1,8282,8282,1
h_0,s_1,8283,8294,12
h_0,f_1,8295,8295,1
h_0,s_1,8296,8297,2
c_0,s_1,8298,8316,19
c_0,a_1,8317,8317,1
c_0,s_1,8318,8322,5
c_0,a_1,8323,8323,1
a_0,j_1,8324,8328,5
a_0,m_1,8329,8329,1
a_0,j_1,8330,8343,14
v_0,n_1,8344,8351,8
v_0,e_1,8352,8352,1
v_0,n_1,8353,8363,11
b_0,f_1,8364,8372,9
b_0,r_1,8373,8373,1
b_0,f_1,8374,8383,10
b_0,r_1,8384,8384,1
b_0,f_1,8385,8391,7
b_0,r_1,8392,8392,1
b_0,f_1,8393,8396,4
s_0,d_1,8397,8415,19
s_0,z_1,8416,8417,2
s_0,d_1,8418,8418,1
n_0,k_1,8419,8427,9
n_0,p_1,8428,8428,1
n_0,k_1,8429,8434,6
n_0,p_1,8435,8435,1
n_0,k_1,8436,8439,4
n_0,p_1,8440,8440,1
n_0,k_1,8441,8454,14
w_0,a_1,8455,8482,28
w_0,b_1,8483,8483,1
w_0,a_1,8484,8489,6
w_0,b_1,8490,8490,1
w_0,a_1,8491,8493,3
v_0,h_1,8494,8494,1
v_0,e_1,8495,8495,1
v_0,h_1,8496,8510,15
v_0,e_1,8511,8511,1
v_0,h_1,8512,8514,3
v_0,e_1,8515,8515,1
v_0,h_1,8516,8522,7
g_0,j_1,8523,8523,1
g_0,c_1,8524,8527,4
g_0,j_1,8528,8528,1
g_0,c_1,8529,8548,20
r_0,t_1,8549,8587,39
i_0,d_1,8588,8588,1
i_0,k_1,8589,8605,17
i_0,d_1,8606,8607,2
i_0,k_1,8608,8608,1
l_0,z_1,8609,8617,9
l_0,o_1,8618,8618,1
l_0,z_1,8619,8622,4
l_0,o_1,8623,8623,1
l_0,z_1,8624,8628,5
l_0,o_1,8629,8629,1
l_0,z_1,8630,8638,9
g_0,j_1,8639,8662,24
v_0,g_1,8663,8678,16
v_0,e_1,8679,8679,1
v_0,g_1,8680,8683,4
v_0,e_1,8684,8684,1
h_0,w_1,8685,8695,11
h_0,f_1,8696,8696,1
h_0,w_1,8697,8714,18
h_0,f_1,8715,8715,1
h_0,w_1,8716,8716,1
d_0,g_1,8717,8726,10
d_0,i_1,8727,8727,1
d_0,g_1,8728,8736,9
d_0,i_1,8737,8737,1
d_0,g_1,8738,8743,6
i_0,v_1,8744,8775,32
i_0,d_1,8776,8776,1
i_0,v_1,8777,8778,2
t_0,b_1,8779,8779,1
t_0,x_1,8780,8780,1
t_0,b_1,8781,8802,22
l_0,z_1,8803,8805,3
l_0,o_1,8806,8806,1
l_0,z_1,8807,8807,1
l_0,o_1,8808,8808,1
l_0,z_1,8809,8822,14
l_0,o_1,8823,8823,1
l_0,z_1,8824,8832,9
l_0,o_1,8833,8833,1
l_0,z_1,8834,8834,1
x_0,j_1,8835,8872,38
x_0,s_1,8873,8873,1
q_0,x_1,8874,8883,10
q_0,l_1,8884,8884,1
q_0,x_1,8885,8889,5
q_0,l_1,8890,8890,1
q_0,x_1,8891,8893,3
q_0,l_1,8894,8894,1
q_0,x_1,8895,8906,12
o_0,a_1,8907,8927,21
o_0,c_1,8928,8928,1
o_0,a_1,8929,8934,6
e_0,s_1,8935,8937,3
e_0,q_1,8938,8938,1
e_0,s_1,8939,8940,2
e_0,q_1,8941,8941,1
e_0,s_1,8942,8963,22
e_0,q_1,8964,8964,1
e_0,s_1,8965,8974,10
d_0,g_1,8975,8981,7
d_0,i_1,8982,8982,1
d_0,g_1,8983,9005,23
v_0,n_1,9006,9007,2
v_0,e_1,9008,9008,1
v_0,n_1,9009,9022,14
v_0,e_1,9023,9023,1
v_0,n_1,9024,9029,6
p_0,n_1,9030,9030,1
p_0,r_1,9031,9047,17
p_0,n_1,9048,9048,1
p_0,r_1,9049,9055,7
p_0,n_1,9056,9056,1
p_0,r_1,9057,9066,10
r_0,t_1,9067,9067,1
r_0,y_1,9068,9095,28
e_0,k_1,9096,9108,13
e_0,q_1,9109,9109,1
e_0,k_1,9110,9113,4
e_0,q_1,9114,9114,1
e_0,k_1,9115,9120,6
e_0,q_1,9121,9121,1
e_0,k_1,9122,9126,5
t_0,p_1,9127,9138,12
t_0,x_1,9139,9139,1
t_0,p_1,9140,9156,17
t_0,x_1,9157,9157,1
t_0,p_1,9158,9161,4
b_0,r_1,9162,9162,1
b_0,p_1,9163,9195,33
b_0,r_1,9196,9196,1
b_0,p_1,9197,9197,1
y_0,g_1,9198,9204,7
y_0,k_1,9205,9205,1
y_0,g_1,9206,9222,17
y_0,k_1,9223,9223,1
h_0,g_1,9224,9239,16
h_0,f_1,9240,9240,1
h_0,g_1,9241,9243,3
h_0,f_1,9244,9244,1
o_0,s_1,9245,9262,18
o_0,c_1,9263,9263,1
o_0,s_1,9264,9269,6
h_0,a_1,9270,9305,36
h_0,f_1,9306,9306,1
h_0,a_1,9307,9308,2
t_0,n_1,9309,9309,1
t_0,x_1,9310,9310,1
t_0,n_1,9311,9315,5
t_0,x_1,9316,9316,1
t_0,n_1,9317,9333,17
w_0,l_1,9334,9364,31
w_0,b_1,9365,9365,1
w_0,l_1,9366,9372,7
r_0,d_1,9373,9380,8
r_0,t_1,9381,9381,1
r_0,d_1,9382,9387,6
r_0,t_1,9388,9388,1
r_0,d_1,9389,9404,16
r_0,t_1,9405,9405,1
r_0,d_1,9406,9410,5
w_0,b_1,9411,9411,1
w_0,q_1,9412,9420,9
w_0,b_1,9421,9421,1
w_0,q_1,9422,9438,17
u_0,o_1,9439,9440,2
u_0,u_1,9441,9441,1
u_0,o_1,9442,9451,10
u_0,u_1,9452,9452,1
u_0,o_1,9453,9463,11
n_0,i_1,9464,9470,7
n_0,p_1,9471,9471,1
n_0,i_1,9472,9476,5
n_0,p_1,9477,9477,1
n_0,i_1,9478,9491,14
g_0,e_1,9492,9494,3
g_0,j_1,9495,9495,1
g_0,e_1,9496,9501,6
g_0,j_1,9502,9502,1
g_0,e_1,9503,9518,16
g_0,j_1,9519,9519,1
g_0,e_1,9520,9527,8
t_0,l_1,9528,9534,7
t_0,x_1,9535,9535,1
t_0,l_1,9536,9538,3
t_0,x_1,9539,9539,1
t_0,l_1,9540,9548,9
y_0,z_1,9549,9559,11
y_0,k_1,9560,9560,1
y_0,z_1,9561,9569,9
y_0,k_1,9570,9570,1
y_0,z_1,9571,9576,6
y_0,k_1,9577,9578,2
y_0,z_1,9579,9587,9
h_0,x_1,9588,9601,14
h_0,f_1,9602,9602,1
h_0,x_1,9603,9603,1
h_0,f_1,9604,9604,1
h_0,x_1,9605,9607,3
h_0,f_1,9608,9609,2
h_0,x_1,9610,9622,13
w_0,o_1,9623,9623,1
w_0,b_1,9624,9624,1
w_0,o_1,9625,9629,5
w_0,b_1,9630,9630,1
w_0,o_1,9631,9642,12
w_0,b_1,9643,9643,1
w_0,o_1,9644,9646,3
y_0,i_1,9647,9647,1
y_0,k_1,9648,9648,1
y_0,i_1,9649,9657,9
y_0,k_1,9658,9658,1
y_0,i_1,9659,9665,7
y_0,k_1,9666,9666,1
y_0,i_1,9667,9671,5
y_0,k_1,9672,9672,1
y_0,i_1,9673,9684,12
z_0,x_1,9685,9707,23
z_0,y_1,9708,9708,1
z_0,x_1,9709,9710,2
z_0,y_1,9711,9711,1
z_0,x_1,9712,9720,9
w_0,x_1,9721,9736,16
w_0,b_1,9737,9737,1
w_0,x_1,9738,9746,9
l_0,r_1,9747,9757,11
l_0,o_1,9758,9758,1
l_0,r_1,9759,9759,1
l_0,o_1,9760,9760,1
l_0,r_1,9761,9774,14
l_0,o_1,9775,9775,1
l_0,r_1,9776,9786,11
w_0,n_1,9787,9788,2
w_0,b_1,9789,9789,1
w_0,n_1,9790,9810,21
q_0,m_1,9811,9817,7
q_0,l_1,9818,9818,1
q_0,m_1,9819,9824,6
q_0,l_1,9825,9825,1
q_0,m_1,9826,9845,20
d_0,c_1,9846,9846,1
d_0,i_1,9847,9847,1
d_0,c_1,9848,9852,5
d_0,i_1,9853,9853,1
d_0,c_1,9854,9860,7
d_0,i_1,9861,9861,1
d_0,c_1,9862,9863,2
d_0,i_1,9864,9864,1
d_0,c_1,9865,9881,17
t_0,x_1,9882,9882,1
t_0,u_1,9883,9903,21
q_0,k_1,9904,9909,6
q_0,l_1,9910,9910,1
q_0,k_1,9911,9911,1
q_0,l_1,9912,9912,1
q_0,k_1,9913,9931,19
q_0,l_1,9932,9932,1
q_0,k_1,9933,9938,6
q_0,l_1,9939,9939,1
q_0,k_1,9940,9941,2
v_0,k_1,9942,9959,18
v_0,e_1,9960,9960,1
v_0,k_1,9961,9975,15
v_0,e_1,9976,9976,1
v_0,k_1,9977,9979,3
l_0,v_1,9980,9980,1
l_0,o_1,9981,9981,1
l_0,v_1,9982,9992,11
l_0,o_1,9993,9993,1
l_0,v_1,9994,10013,20
t_0,d_1,10014,10030,17
t_0,x_1,10031,10031,1
t_0,d_1,10032,10036,5
v_0,l_1,10037,10037,1
v_0,e_1,10038,10038,1
v_0,l_1,10039,10075,37
v_0,e_1,10076,10076,1
u_0,g_1,10077,10098,22
u_0,u_1,10099,10100,2
u_0,g_1,10101,10107,7
k_0,w_1,10108,10135,28
q_0,r_1,10136,10140,5
q_0,l_1,10141,10141,1
q_0,r_1,10142,10150,9
q_0,l_1,10151,10151,1
q_0,r_1,10152,10167,16
u_0,u_1,10168,10189,22
c_0,b_1,10190,10192,3
c_0,a_1,10193,10193,1
c_0,b_1,10194,10209,16
c_0,a_1,10210,10210,1
c_0,b_1,10211,10221,11
c_0,a_1,10222,10222,1
c_0,b_1,10223,10224,2
c_0,a_1,10225,10225,1
c_0,b_1,10226,10228,3
b_0,k_1,10229,10230,2
b_0,r_1,10231,10231,1
b_0,k_1,10232,10239,8
b_0,r_1,10240,10240,1
b_0,k_1,10241,10252,12
w_0,p_1,10253,10261,9
w_0,b_1,10262,10262,1
w_0,p_1,10263,10285,23
l_0,o_1,10286,10286,1
l_0,c_1,10287,10319,33
u_0,t_1,10320,10321,2
u_0,u_1,10322,10322,1
u_0,t_1,10323,10335,13
u_0,u_1,10336,10336,1
u_0,t_1,10337,10347,11
s_0,k_1,10348,10371,24
s_0,z_1,10372,10372,1
s_0,k_1,10373,10382,10
s_0,z_1,10383,10383,1
s_0,k_1,10384,10386,3
h_0,j_1,10387,10392,6
h_0,f_1,10393,10393,1
h_0,j_1,10394,10406,13
h_0,f_1,10407,10407,1
h_0,j_1,10408,10408,1
h_0,f_1,10409,10409,1
h_0,j_1,10410,10411,2
b_0,p_1,10412,10425,14
b_0,r_1,10426,10426,1
b_0,p_1,10427,10444,18
t_0,o_1,10445,10452,8
t_0,x_1,10453,10453,1
t_0,o_1,10454,10460,7
t_0,x_1,10461,10461,1
t_0,o_1,10462,10464,3
t_0,x_1,10465,10465,1
t_0,o_1,10466,10470,5
t_0,x_1,10471,10471,1
t_0,o_1,10472,10484,13
c_0,a_1,10485,10511,27
v_0,g_1,10512,10533,22
v_0,e_1,10534,10534,1
v_0,g_1,10535,10539,5
v_0,e_1,10540,10540,1
v_0,g_1,10541,10551,11
i_0,e_1,10552,10580,29
i_0,d_1,10581,10581,1
i_0,e_1,10582,10587,6
i_0,d_1,10588,10588,1
i_0,e_1,10589,10590,2
v_0,r_1,10591,10608,18
v_0,e_1,10609,10609,1
v_0,r_1,10610,10614,5
v_0,e_1,10615,10615,1
v_0,r_1,10616,10630,15
e_0,z_1,10631,10657,27
e_0,q_1,10658,10658,1
e_0,z_1,10659,10659,1
e_0,q_1,10660,10660,1
e_0,z_1,10661,10666,6
m_0,z_1,10667,10690,24
m_0,v_1,10691,10691,1
m_0,z_1,10692,10692,1
x_0,o_1,10693,10694,2
x_0,s_1,10695,10695,1
x_0,o_1,10696,10712,17
y_0,k_1,10713,10713,1
y_0,s_1,10714,10718,5
y_0,k_1,10719,10719,1
y_0,s_1,10720,10734,15
x_0,r_1,10735,10756,22
x_0,s_1,10757,10757,1
x_0,r_1,10758,10759,2
x_0,s_1,10760,10760,1
v_0,w_1,10761,10773,13
v_0,e_1,10774,10774,1
v_0,w_1,10775,10780,6
l_0,j_1,10781,10791,11
l_0,o_1,10792,10792,1
l_0,j_1,10793,10812,20
e_0,f_1,10813,10832,20
e_0,q_1,10833,10833,1
e_0,f_1,10834,10836,3
e_0,q_1,10837,10837,1
e_0,f_1,10838,10839,2
e_0,q_1,10840,10840,1
e_0,f_1,10841,10843,3
w_0,c_1,10844,10847,4
w_0,b_1,10848,10848,1
w_0,c_1,10849,10858,10
w_0,b_1,10859,10859,1
w_0,c_1,10860,10874,15
w_0,b_1,10875,10875,1
p_0,q_1,10876,10888,13
p_0,n_1,10889,10889,1
p_0,q_1,10890,10893,4
p_0,n_1,10894,10894,1
p_0,q_1,10895,10898,4
y_0,a_1,10899,10927,29
y_0,k_1,10928,10928,1
y_0,a_1,10929,10929,1
g_0,j_1,10930,10930,1
g_0,w_1,10931,10935,5
g_0,j_1,10936,10936,1
g_0,w_1,10937,10942,6
g_0,j_1,10943,10943,1
g_0,w_1,10944,10952,9
g_0,j_1,10953,10953,1
g_0,w_1,10954,10966,13
o_0,l_1,10967,10967,1
o_0,c_1,10968,10968,1
o_0,l_1,10969,10975,7
o_0,c_1,10976,10976,1
o_0,l_1,10977,10992,16
h_0,b_1,10993,11006,14
h_0,f_1,11007,11007,1
h_0,b_1,11008,11016,9
n_0,i_1,11017,11017,1
n_0,p_1,11018,11018,1
n_0,i_1,11019,11026,8
n_0,p_1,11027,11027,1
n_0,i_1,11028,11031,4
n_0,p_1,11032,11032,1
n_0,i_1,11033,11045,13
a_0,x_1,11046,11050,5
a_0,m_1,11051,11051,1
a_0,x_1,11052,11055,4
a_0,m_1,11056,11056,1
a_0,x_1,11057,11066,10
i_0,z_1,11067,11072,6
i_0,d_1,11073,11073,1
i_0,z_1,11074,11084,11
i_0,d_1,11085,11085,1
i_0,z_1,11086,11106,21
m_0,p_1,11107,11121,15
m_0,v_1,11122,11122,1
m_0,p_1,11123,11124,2
m_0,v_1,11125,11125,1
m_0,p_1,11126,11141,16
m_0,v_1,11142,11142,1
m_0,p_1,11143,11144,2
h_0,w_1,11145,11146,2
h_0,f_1,11147,11147,1
h_0,w_1,11148,11174,27
c_0,a_1,11175,11175,1
c_0,p_1,11176,11185,10
c_0,a_1,11186,11186,1
c_0,p_1,11187,11191,5
c_0,a_1,11192,11192,1
c_0,p_1,11193,11200,8
c_0,a_1,11201,11201,1
c_0,p_1,11202,11212,11
s_0,t_1,11213,11219,7
s_0,z_1,11220,11220,1
s_0,t_1,11221,11224,4
s_0,z_1,11225,11225,1
s_0,t_1,11226,11236,11
s_0,z_1,11237,11237,1
s_0,t_1,11238,11245,8
s_0,z_1,11246,11246,1
s_0,t_1,11247,11252,6
h_0,j_1,11253,11277,25
h_0,f_1,11278,11278,1
h_0,j_1,11279,11285,7
g_0,f_1,11286,11291,6
g_0,j_1,11292,11292,1
g_0,f_1,11293,11308,16
g_0,j_1,11309,11309,1
g_0,f_1,11310,11320,11
g_0,j_1,11321,11321,1
